Column2;Column3
METAR 300534066581040 240555Z AUTO 25013G23KT 6SM CLR M14/M20 A2998 RMK AO2 SLPNO MAX WND 24023KT 53.3075° -60.4006°;02/24/2026 0555Z
METAR 300534066581040 240535Z AUTO 25014G28KT 6SM CLR M17/M21 A2999 RMK AO2 SLPNO MAX WND 25028KT 53.3075° -60.4006°;02/24/2026 0535Z
METAR 300534066581040 240515Z AUTO 05002G04KT 6SM CLR M19/M23 A3000 RMK AO2 SLPNO 53.3075° -60.4006°;02/24/2026 0515Z
METAR 300534066581040 240455Z AUTO 02002G03KT 6SM CLR M20/M23 A3001 RMK AO2 SLPNO 53.3075° -60.4006°;02/24/2026 0455Z
METAR 300534066581040 240435Z AUTO 02002G04KT 6SM CLR M20/M24 A3002 RMK AO2 SLPNO 53.3075° -60.4006°;02/24/2026 0435Z
METAR 300534066581040 240415Z AUTO 00000KT 6SM CLR M20/M24 A3003 RMK AO2 SLPNO 53.3075° -60.4006°;02/24/2026 0415Z
METAR 300534066581040 240355Z AUTO 24008G20KT 6SM CLR M20/M24 A3003 RMK AO2 SLPNO MAX WND 25020KT 53.3075° -60.4006°;02/24/2026 0355Z
METAR 300534066581040 240335Z AUTO 36001G04KT 6SM CLR M21/M24 A3004 RMK AO2 SLPNO 53.3075° -60.4006°;02/24/2026 0335Z
METAR 300534066581040 240315Z AUTO 36001G02KT 6SM CLR M21/M24 A3004 RMK AO2 SLPNO 53.3075° -60.4006°;02/24/2026 0315Z
METAR 300534066581040 240255Z AUTO 00000KT 6SM CLR M21/M24 A3006 RMK AO2 SLPNO 53.3075° -60.4006°;02/24/2026 0255Z
METAR 300534066581040 240235Z AUTO 36001G02KT 6SM CLR M21/M24 A3006 RMK AO2 SLPNO 53.3075° -60.4006°;02/24/2026 0235Z
METAR 300534066581040 240215Z AUTO 17002KT 6SM CLR M20/M24 A3007 RMK AO2 SLPNO 53.3075° -60.4006°;02/24/2026 0215Z
METAR 300534066581040 240155Z AUTO 13002G03KT 6SM CLR M20/M24 A3007 RMK AO2 SLPNO 53.3075° -60.4006°;02/24/2026 0155Z
METAR 300534066581040 240135Z AUTO 36001G04KT 6SM CLR M19/M23 A3009 RMK AO2 SLPNO 53.3075° -60.4006°;02/24/2026 0135Z
METAR 300534066581040 240115Z AUTO 36001G03KT 6SM CLR M18/M23 A3009 RMK AO2 SLPNO 53.3075° -60.4006°;02/24/2026 0115Z
METAR 300534066581040 240055Z AUTO 30002G03KT 6SM CLR M18/M23 A3010 RMK AO2 SLPNO 53.3075° -60.4006°;02/24/2026 0055Z
METAR 300534066581040 240035Z AUTO 19002G03KT 6SM CLR M18/M23 A3010 RMK AO2 SLPNO 53.3075° -60.4006°;02/24/2026 0035Z
METAR 300534066581040 240015Z AUTO 16003KT 6SM CLR M18/M23 A3010 RMK AO2 SLPNO 53.3075° -60.4006°;02/24/2026 0015Z
METAR 300534066581040 232355Z AUTO 18003G04KT 6SM CLR M17/M23 A3011 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 2355Z
METAR 300534066581040 232335Z AUTO 17004G06KT 6SM CLR M17/M22 A3011 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 2335Z
METAR 300534066581040 232255Z AUTO 07003G04KT 6SM CLR M16/M23 A3010 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 2255Z
METAR 300534066581040 232235Z AUTO 07003G04KT 6SM CLR M16/M23 A3010 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 2235Z
METAR 300534066581040 232215Z AUTO 08004G06KT 6SM CLR M15/M23 A3010 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 2215Z
METAR 300534066581040 232155Z AUTO 08005G06KT 6SM CLR M13/M22 A3009 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 2155Z
METAR 300534066581040 232135Z AUTO 04003G04KT 6SM CLR M11/M21 A3009 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 2135Z
METAR 300534066581040 232115Z AUTO 09002G04KT 6SM CLR M10/M21 A3010 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 2115Z
METAR 300534066581040 232055Z AUTO 06003KT 6SM CLR M10/M21 A3009 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 2055Z
METAR 300534066581040 232035Z AUTO 10006G07KT 6SM CLR M10/M21 A3010 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 2035Z
METAR 300534066581040 232015Z AUTO 08005G07KT 6SM CLR M9/M20 A3010 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 2015Z
METAR 300534066581040 231955Z AUTO 07007G10KT 3SM CLR M9/M19 A3011 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 1955Z
METAR 300534066581040 231935Z AUTO 08005G09KT 6SM CLR M8/M20 A3012 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 1935Z
METAR 300534066581040 231915Z AUTO 10004G05KT 6SM CLR M8/M20 A3013 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 1915Z
METAR 300534066581040 231855Z AUTO 09004G06KT 6SM CLR M8/M20 A3013 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 1855Z
METAR 300534066581040 231835Z AUTO 10006G08KT 6SM CLR M8/M19 A3013 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 1835Z
METAR 300534066581040 231815Z AUTO 09005G07KT 6SM CLR M8/M19 A3012 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 1815Z
METAR 300534066581040 231755Z AUTO 08004G06KT 6SM CLR M7/M20 A3012 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 1755Z
METAR 300534066581040 231735Z AUTO 09005G09KT 6SM CLR M7/M21 A3013 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 1735Z
METAR 300534066581040 231715Z AUTO 13003G05KT 6SM CLR M4/M20 A3015 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 1715Z
METAR 300534066581040 231655Z AUTO 36001KT 6SM CLR M1/M19 A3015 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 1655Z
METAR 300534066581040 231635Z AUTO 36001G02KT 6SM CLR M5/M20 A3016 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 1635Z
METAR 300534066581040 231615Z AUTO 17002G04KT 6SM CLR M1/M19 A3017 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 1615Z
METAR 300534066581040 231555Z AUTO 36001KT 6SM CLR M2/M19 A3018 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 1555Z
METAR 300534066581040 231535Z AUTO 36001G02KT 6SM CLR M6/M19 A3019 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 1535Z
METAR 300534066581040 231515Z AUTO 12002G03KT 6SM CLR M10/M21 A3019 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 1515Z
METAR 300534066581040 231455Z AUTO 14003G04KT 6SM CLR M8/M20 A3019 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 1455Z
METAR 300534066581040 231435Z AUTO 36001G03KT 6SM CLR M9/M20 A3019 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 1435Z
METAR 300534066581040 231415Z AUTO 22004KT 6SM CLR M14/M22 A3020 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 1415Z
METAR 300534066581040 231355Z AUTO 23005G06KT 6SM CLR M15/M22 A3020 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 1355Z
METAR 300534066581040 231335Z AUTO 21005G06KT 6SM CLR M15/M23 A3020 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 1335Z
METAR 300534066581040 231315Z AUTO 24004G07KT 6SM CLR M16/M23 A3021 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 1315Z
METAR 300534066581040 231255Z AUTO 28005KT 6SM CLR M17/M24 A3021 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 1255Z
METAR 300534066581040 231235Z AUTO 27004G06KT 6SM CLR M18/M24 A3021 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 1235Z
METAR 300534066581040 231215Z AUTO 28004G05KT 6SM CLR M19/M25 A3021 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 1215Z
METAR 300534066581040 231155Z AUTO 28006G08KT 6SM CLR M20/M25 A3022 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 1155Z
METAR 300534066581040 231135Z AUTO 28006G07KT 6SM CLR M21/M25 A3022 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 1135Z
METAR 300534066581040 231115Z AUTO 29006G08KT 6SM CLR M20/M25 A3022 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 1115Z
METAR 300534066581040 231055Z AUTO 30005G07KT 6SM CLR M20/M25 A3022 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 1055Z
METAR 300534066581040 231035Z AUTO 28006G07KT 6SM CLR M20/M25 A3022 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 1035Z
METAR 300534066581040 231015Z AUTO 28005G07KT 6SM CLR M20/M25 A3022 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 1015Z
METAR 300534066581040 230955Z AUTO 29005G06KT 6SM CLR M20/M24 A3021 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 0955Z
METAR 300534066581040 230935Z AUTO 30007G09KT 6SM CLR M19/M24 A3021 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 0935Z
METAR 300534066581040 230915Z AUTO 30006G08KT 6SM CLR M20/M24 A3022 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 0915Z
METAR 300534066581040 230855Z AUTO 31003G05KT 6SM CLR M20/M24 A3022 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 0855Z
METAR 300534066581040 230835Z AUTO 27002G04KT 6SM CLR M20/M24 A3022 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 0835Z
METAR 300534066581040 230815Z AUTO 27003G04KT 6SM CLR M19/M24 A3022 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 0815Z
METAR 300534066581040 230755Z AUTO 29004G06KT 6SM CLR M19/M23 A3022 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 0755Z
METAR 300534066581040 230735Z AUTO 29004G05KT 6SM CLR M19/M23 A3021 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 0735Z
METAR 300534066581040 230715Z AUTO 30005G06KT 6SM CLR M19/M23 A3021 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 0715Z
METAR 300534066581040 230655Z AUTO 29005G07KT 6SM CLR M18/M23 A3021 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 0655Z
METAR 300534066581040 230635Z AUTO 29005G06KT 6SM CLR M18/M23 A3020 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 0635Z
METAR 300534066581040 230615Z AUTO 30005G06KT 6SM CLR M18/M22 A3020 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 0615Z
METAR 300534066581040 230555Z AUTO 30005G07KT 6SM CLR M18/M22 A3020 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 0555Z
METAR 300534066581040 230535Z AUTO 28004G05KT 6SM CLR M18/M22 A3019 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 0535Z
METAR 300534066581040 230515Z AUTO 28004G05KT 6SM CLR M17/M22 A3019 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 0515Z
METAR 300534066581040 230455Z AUTO 28005G06KT 6SM CLR M17/M21 A3019 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 0455Z
METAR 300534066581040 230435Z AUTO 28004G05KT 6SM CLR M17/M21 A3019 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 0435Z
METAR 300534066581040 230415Z AUTO 28004G06KT 6SM CLR M17/M21 A3019 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 0415Z
METAR 300534066581040 230355Z AUTO 31006G08KT 6SM CLR M16/M20 A3019 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 0355Z
METAR 300534066581040 230335Z AUTO 30005G08KT 6SM CLR M16/M20 A3019 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 0335Z
METAR 300534066581040 230315Z AUTO 29006G07KT 6SM CLR M16/M20 A3018 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 0315Z
METAR 300534066581040 230255Z AUTO 28005G06KT 6SM CLR M15/M20 A3019 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 0255Z
METAR 300534066581040 230235Z AUTO 28005G06KT 6SM CLR M15/M19 A3019 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 0235Z
METAR 300534066581040 230215Z AUTO 29006G07KT 6SM CLR M15/M18 A3020 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 0215Z
METAR 300534066581040 230155Z AUTO 28004G05KT 6SM CLR M15/M19 A3020 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 0155Z
METAR 300534066581040 230135Z AUTO 29004G05KT 6SM CLR M15/M19 A3020 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 0135Z
METAR 300534066581040 230115Z AUTO 28003G05KT 6SM CLR M16/M19 A3021 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 0115Z
METAR 300534066581040 230055Z AUTO 36001G02KT 6SM CLR M16/M19 A3021 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 0055Z
METAR 300534066581040 230035Z AUTO 27002G04KT 6SM CLR M16/M19 A3021 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 0035Z
METAR 300534066581040 230015Z AUTO 36001G02KT 6SM CLR M14/M18 A3021 RMK AO2 SLPNO 53.3075° -60.4006°;02/23/2026 0015Z
METAR 300534066581040 222355Z AUTO 32002KT 6SM CLR M13/M18 A3020 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 2355Z
METAR 300534066581040 222335Z AUTO 36002G03KT 6SM CLR M13/M18 A3021 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 2335Z
METAR 300534066581040 222315Z AUTO 01002G03KT 6SM CLR M14/M18 A3021 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 2315Z
METAR 300534066581040 222255Z AUTO 36001G02KT 6SM CLR M15/M19 A3021 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 2255Z
METAR 300534066581040 222235Z AUTO 00000KT 6SM CLR M14/M19 A3021 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 2235Z
METAR 300534066581040 222215Z AUTO 36001KT 6SM CLR M12/M18 A3021 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 2215Z
METAR 300534066581040 222155Z AUTO 36001KT 6SM CLR M10/M17 A3020 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 2155Z
METAR 300534066581040 222135Z AUTO 16002KT 6SM CLR M10/M17 A3020 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 2135Z
METAR 300534066581040 222115Z AUTO 14003KT 6SM CLR M10/M17 A3019 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 2115Z
METAR 300534066581040 222055Z AUTO 13003G04KT 6SM CLR M9/M17 A3019 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 2055Z
METAR 300534066581040 222035Z AUTO 13003G04KT 6SM CLR M9/M17 A3019 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 2035Z
METAR 300534066581040 222015Z AUTO 12004G05KT 6SM CLR M9/M17 A3019 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 2015Z
METAR 300534066581040 221955Z AUTO 14005KT 6SM CLR M8/M17 A3019 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 1955Z
METAR 300534066581040 221935Z AUTO 14005G06KT 6SM CLR M8/M17 A3019 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 1935Z
METAR 300534066581040 221915Z AUTO 12002G06KT 6SM CLR M3/M15 A3019 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 1915Z
METAR 300534066581040 221855Z AUTO 04002G04KT 6SM CLR M2/M15 A3019 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 1855Z
METAR 300534066581040 221835Z AUTO 06002G04KT 6SM CLR 00/M15 A3020 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 1835Z
METAR 300534066581040 221815Z AUTO 00000KT 6SM CLR M2/M15 A3020 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 1815Z
METAR 300534066581040 221755Z AUTO 36001G03KT 6SM CLR M3/M15 A3020 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 1755Z
METAR 300534066581040 221735Z AUTO 36001G03KT 6SM CLR M4/M15 A3020 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 1735Z
METAR 300534066581040 221715Z AUTO 27002G04KT 6SM CLR M4/M15 A3020 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 1715Z
METAR 300534066581040 221655Z AUTO 34002G04KT 6SM CLR M5/M15 A3021 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 1655Z
METAR 300534066581040 221635Z AUTO 36004G08KT 6SM ///026 M7/M16 A3020 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 1635Z
METAR 300534066581040 221615Z AUTO 35003G06KT 6SM ///025 ///026 M7/M16 A3021 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 1615Z
METAR 300534066581040 221555Z AUTO 34004G08KT 6SM ///024 ///026 M6/M15 A3022 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 1555Z
METAR 300534066581040 221535Z AUTO 35004G05KT 6SM ///023 ///024 M9/M16 A3023 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 1535Z
METAR 300534066581040 221515Z AUTO 31006KT 6SM ///021 M10/M16 A3023 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 1515Z
METAR 300534066581040 221455Z AUTO 34008G09KT 6SM ///021 M10/M16 A3024 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 1455Z
METAR 300534066581040 221435Z AUTO 35008G12KT 6SM ///021 M10/M16 A3023 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 1435Z
METAR 300534066581040 221415Z AUTO 35009G12KT 6SM ///021 ///022 ///023 M10/M16 A3024 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 1415Z
METAR 300534066581040 221355Z AUTO 35009G11KT 6SM ///020 ///021 ///022 M10/M16 A3024 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 1355Z
METAR 300534066581040 221335Z AUTO 36010G13KT 6SM ///021 ///022 M10/M16 A3023 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 1335Z
METAR 300534066581040 221315Z AUTO 35011G14KT 6SM ///021 ///022 M11/M16 A3023 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 1315Z
METAR 300534066581040 221301Z AUTO 35010G11KT 6SM CLR M11/M16 A3022 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 1301Z
METAR 300534066581040 221300Z AUTO 36009G10KT 010V360 6SM CLR M11/M16 A3023 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 1300Z
METAR 300534066581040 000000Z AUTO 34012G13KT 6SM CLR M11/M16 RMK AO2 SLPNO ;02/22/2026 1255Z
METAR 300534066581040 221202Z AUTO 01011KT 6SM CLR M11/M16 A3022 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 1202Z
METAR 300534066581040 221202Z AUTO 36009G10KT 6SM CLR M11/M16 A3022 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 1202Z
METAR 300534066581040 000000Z AUTO 01010G11KT 6SM CLR M11/M16 RMK AO2 SLPNO ;02/22/2026 1156Z
METAR 300534066581040 221020Z AUTO 35010G11KT 6SM CLR M10/M15 A3021 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 1020Z
METAR 300534066581040 221019Z AUTO 35012KT 6SM CLR M10/M15 A3020 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 1019Z
METAR 300534066581040 000000Z AUTO 35012G14KT 6SM CLR M10/M15 RMK AO2 SLPNO ;02/22/2026 1014Z
METAR 300534066581040 220855Z AUTO 35011G14KT 6SM ///024 M10/M14 A3019 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 0855Z
METAR 300534066581040 220835Z AUTO 35010G11KT 6SM ///022 ///023 ///024 M9/M14 A3019 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 0835Z
METAR 300534066581040 220815Z AUTO 35010G13KT 6SM ///025 ///026 M9/M13 A3019 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 0815Z
METAR 300534066581040 220755Z AUTO 01010G12KT 6SM ///024 ///025 ///026 M8/M13 A3018 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 0755Z
METAR 300534066581040 220735Z AUTO 01008G10KT 6SM ///024 ///025 M8/M12 A3018 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 0735Z
METAR 300534066581040 220715Z AUTO 01007G09KT 6SM ///023 ///024 ///026 M8/M12 A3018 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 0715Z
