Column2;Column3
METAR 300534066581040 220655Z AUTO 01009G12KT 6SM ///023 ///024 ///026 M8/M12 A3018 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 0655Z
METAR 300534066581040 220635Z AUTO 01008G12KT 6SM ///022 ///023 M8/M12 A3017 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 0635Z
METAR 300534066581040 220615Z AUTO 03003G04KT 6SM ///018 ///021 ///022 ///023 M8/M12 A3017 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 0615Z
METAR 300534066581040 220555Z AUTO 02006G07KT 6SM ///019 ///021 ///023 M7/M12 A3016 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 0555Z
METAR 300534066581040 220535Z AUTO 02006G09KT 6SM ///002 ///020 ///021 ///022 M7/M12 A3016 RMK AO2 CLD LYR BLO 004 SLPNO 53.3075° -60.4006°;02/22/2026 0535Z
METAR 300534066581040 220515Z AUTO 01008G10KT 6SM ///019 M7/M12 A3016 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 0515Z
METAR 300534066581040 220455Z AUTO 01010G13KT 6SM ///018 ///019 M7/M12 A3016 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 0455Z
METAR 300534066581040 220435Z AUTO 02009G13KT 6SM ///017 ///018 ///019 M7/M12 A3016 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 0435Z
METAR 300534066581040 220415Z AUTO 03007G09KT 6SM ///019 M7/M12 A3015 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 0415Z
METAR 300534066581040 220355Z AUTO 03009G13KT 6SM ///019 M8/M12 A3015 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 0355Z
METAR 300534066581040 220335Z AUTO 02008G12KT 6SM ///018 ///019 ///020 M8/M12 A3015 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 0335Z
METAR 300534066581040 220315Z AUTO 01006G08KT 6SM ///020 ///021 ///022 M8/M12 A3014 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 0315Z
METAR 300534066581040 220255Z AUTO 01007KT 6SM ///024 ///025 ///026 M8/M12 A3015 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 0255Z
METAR 300534066581040 220235Z AUTO 36006G09KT 6SM ///028 ///029 M8/M12 A3015 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 0235Z
METAR 300534066581040 220215Z AUTO 36004G05KT 6SM ///026 ///029 ///030 M8/M12 A3015 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 0215Z
METAR 300534066581040 220155Z AUTO 36004G05KT 6SM ///028 M9/M13 A3015 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 0155Z
METAR 300534066581040 220135Z AUTO 36003G06KT 6SM ///027 ///028 M9/M12 A3015 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 0135Z
METAR 300534066581040 220115Z AUTO 36001G03KT 6SM ///030 ///031 M9/M13 A3015 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 0115Z
METAR 300534066581040 220055Z AUTO 01002G03KT 6SM ///021 ///022 ///026 ///031 M8/M12 A3015 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 0055Z
METAR 300534066581040 220035Z AUTO 33002G04KT 6SM ///023 ///024 ///032 ///033 M9/M13 A3015 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 0035Z
METAR 300534066581040 220015Z AUTO 06004G05KT 6SM CLR M8/M12 A3015 RMK AO2 SLPNO 53.3075° -60.4006°;02/22/2026 0015Z
METAR 300534066581040 212355Z AUTO 05004KT 6SM ///024 ///026 ///027 M7/M12 A3015 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 2355Z
METAR 300534066581040 212335Z AUTO 05007G11KT 6SM CLR M7/M12 A3014 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 2335Z
METAR 300534066581040 212315Z AUTO 04006G07KT 6SM CLR M7/M12 A3013 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 2315Z
METAR 300534066581040 212255Z AUTO 05007G11KT 6SM CLR M7/M12 A3013 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 2255Z
METAR 300534066581040 212235Z AUTO 03005G08KT 6SM ///023 M6/M11 A3012 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 2235Z
METAR 300534066581040 212215Z AUTO 04005KT 6SM ///025 ///026 ///031 ///033 M6/M11 A3012 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 2215Z
METAR 300534066581040 212155Z AUTO 03007G09KT 6SM ///023 ///024 ///031 M5/M10 A3012 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 2155Z
METAR 300534066581040 212135Z AUTO 02012G16KT 6SM ///023 ///031 M5/M10 A3011 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 2135Z
METAR 300534066581040 212115Z AUTO 01014G16KT 6SM ///028 ///029 M5/M10 A3010 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 2115Z
METAR 300534066581040 212055Z AUTO 02015G18KT 6SM ///022 ///028 ///029 ///031 M4/M9 A3008 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 2055Z
METAR 300534066581040 212035Z AUTO 01020G24KT 6SM ///027 ///028 ///030 ///031 M4/M9 A3007 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 2035Z
METAR 300534066581040 212015Z AUTO 01020G26KT 6SM ///065 M4/M9 A3006 RMK AO2 SLPNO MAX WND 01026KT 53.3075° -60.4006°;02/21/2026 2015Z
METAR 300534066581040 211955Z AUTO 36020G27KT 000V360 6SM CLR M4/M9 A3005 RMK AO2 SLPNO MAX WND 00027KT 53.3075° -60.4006°;02/21/2026 1955Z
METAR 300534066581040 211935Z AUTO 01021G29KT 6SM CLR M3/M8 A3004 RMK AO2 SLPNO MAX WND 01029KT 53.3075° -60.4006°;02/21/2026 1935Z
METAR 300534066581040 211915Z AUTO 02017G22KT 6SM ///060 M3/M8 A3003 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 1915Z
METAR 300534066581040 211855Z AUTO 01019G30KT 6SM ///028 ///060 M3/M8 A3003 RMK AO2 SLPNO MAX WND 01030KT 53.3075° -60.4006°;02/21/2026 1855Z
METAR 300534066581040 211835Z AUTO 02018G23KT 6SM ///060 M2/M8 A3002 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 1835Z
METAR 300534066581040 211815Z AUTO 01019G23KT 6SM ///030 ///065 M2/M8 A3001 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 1815Z
METAR 300534066581040 211755Z AUTO 01019G27KT 6SM ///060 M2/M8 A3000 RMK AO2 SLPNO MAX WND 01027KT 53.3075° -60.4006°;02/21/2026 1755Z
METAR 300534066581040 211735Z AUTO 02020G25KT 6SM ///060 ///065 M2/M8 A2999 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 1735Z
METAR 300534066581040 211715Z AUTO 02022G30KT 6SM ///026 ///031 M2/M8 A2999 RMK AO2 SLPNO MAX WND 02030KT 53.3075° -60.4006°;02/21/2026 1715Z
METAR 300534066581040 211655Z AUTO 02023G31KT 6SM ///065 M2/M7 A2997 RMK AO2 SLPNO MAX WND 02031KT 53.3075° -60.4006°;02/21/2026 1655Z
METAR 300534066581040 211635Z AUTO 01026G33KT 6SM ///028 ///029 ///033 M2/M7 A2997 RMK AO2 SLPNO MAX WND 00033KT 53.3075° -60.4006°;02/21/2026 1635Z
METAR 300534066581040 211615Z AUTO 02022G30KT 6SM ///025 ///026 ///028 ///030 M2/M7 A2997 RMK AO2 SLPNO MAX WND 02030KT 53.3075° -60.4006°;02/21/2026 1615Z
METAR 300534066581040 211555Z AUTO 01019G25KT 6SM ///032 ///033 M2/M7 A2996 RMK AO2 SLPNO MAX WND 01025KT 53.3075° -60.4006°;02/21/2026 1555Z
METAR 300534066581040 211535Z AUTO 01019G24KT 6SM ///027 ///028 ///029 ///030 M2/M7 A2996 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 1535Z
METAR 300534066581040 211515Z AUTO 01020G27KT 6SM ///029 ///031 ///060 ///065 M2/M7 A2996 RMK AO2 SLPNO MAX WND 01027KT 53.3075° -60.4006°;02/21/2026 1515Z
METAR 300534066581040 211455Z AUTO 01021G29KT 6SM ///028 ///065 M2/M7 A2995 RMK AO2 SLPNO MAX WND 01029KT 53.3075° -60.4006°;02/21/2026 1455Z
METAR 300534066581040 211435Z AUTO 01022G30KT 6SM ///029 ///030 ///031 M2/M7 A2995 RMK AO2 SLPNO MAX WND 01030KT 53.3075° -60.4006°;02/21/2026 1435Z
METAR 300534066581040 211415Z AUTO 01021G29KT 6SM ///019 ///020 ///022 ///025 M3/M7 A2994 RMK AO2 SLPNO MAX WND 01029KT 53.3075° -60.4006°;02/21/2026 1415Z
METAR 300534066581040 211355Z AUTO 01020G26KT 6SM ///020 ///021 ///028 ///029 M3/M7 A2994 RMK AO2 SLPNO MAX WND 01026KT 53.3075° -60.4006°;02/21/2026 1355Z
METAR 300534066581040 211335Z AUTO 01020G26KT 6SM ///021 ///022 ///023 ///028 M3/M7 A2993 RMK AO2 SLPNO MAX WND 01026KT 53.3075° -60.4006°;02/21/2026 1335Z
METAR 300534066581040 211315Z AUTO 01023G35KT 6SM ///065 M3/M7 A2992 RMK AO2 SLPNO MAX WND 01035KT 53.3075° -60.4006°;02/21/2026 1315Z
METAR 300534066581040 211255Z AUTO 01021G28KT 6SM ///022 M3/M7 A2992 RMK AO2 SLPNO MAX WND 01028KT 53.3075° -60.4006°;02/21/2026 1255Z
METAR 300534066581040 211235Z AUTO 01018G21KT 6SM ///022 ///024 ///025 M3/M7 A2992 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 1235Z
METAR 300534066581040 211215Z AUTO 01017G19KT 6SM ///021 ///024 ///026 ///028 M4/M8 A2991 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 1215Z
METAR 300534066581040 211155Z AUTO 01022G28KT 6SM ///021 ///022 ///027 ///034 M4/M7 A2991 RMK AO2 SLPNO MAX WND 01028KT 53.3075° -60.4006°;02/21/2026 1155Z
No METAR;02/21/2026 1136Z
METAR 300534066581040 211135Z AUTO 01019G25KT 6SM ///022 ///024 ///027 M4/M8 A2990 RMK AO2 SLPNO MAX WND 01025KT 53.3075° -60.4006°;02/21/2026 1135Z
METAR 300534066581040 211115Z AUTO 01018G23KT 6SM ///065 M4/M8 A2990 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 1115Z
METAR 300534066581040 211055Z AUTO 01017G20KT 6SM ///023 ///024 M4/M8 A2989 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 1055Z
METAR 300534066581040 211035Z AUTO 01018G22KT 6SM ///020 ///022 ///026 M4/M8 A2989 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 1035Z
METAR 300534066581040 211015Z AUTO 01020G27KT 6SM ///027 ///028 ///060 M4/M8 A2988 RMK AO2 SLPNO MAX WND 01027KT 53.3075° -60.4006°;02/21/2026 1015Z
METAR 300534066581040 210955Z AUTO 01020G27KT 6SM ///024 ///060 M4/M8 A2987 RMK AO2 SLPNO MAX WND 01027KT 53.3075° -60.4006°;02/21/2026 0955Z
METAR 300534066581040 210935Z AUTO 01017G21KT 6SM ///055 M4/M7 A2987 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 0935Z
METAR 300534066581040 210915Z AUTO 01017G21KT 6SM ///035 ///036 ///037 ///055 M4/M8 A2986 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 0915Z
METAR 300534066581040 210855Z AUTO 01018G25KT 6SM ///019 ///020 ///021 M4/M8 A2986 RMK AO2 SLPNO MAX WND 01025KT 53.3075° -60.4006°;02/21/2026 0855Z
METAR 300534066581040 210835Z AUTO 01020G28KT 6SM ///024 ///050 ///055 M4/M8 A2986 RMK AO2 SLPNO MAX WND 01028KT 53.3075° -60.4006°;02/21/2026 0835Z
METAR 300534066581040 210815Z AUTO 01018G22KT 6SM ///020 ///055 ///060 M4/M8 A2986 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 0815Z
METAR 300534066581040 210755Z AUTO 01019G25KT 6SM ///047 ///049 ///050 M4/M8 A2985 RMK AO2 SLPNO MAX WND 01025KT 53.3075° -60.4006°;02/21/2026 0755Z
METAR 300534066581040 210735Z AUTO 01019G23KT 6SM ///048 ///055 M5/M8 A2984 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 0735Z
METAR 300534066581040 210715Z AUTO 01021G27KT 6SM ///050 M5/M8 A2984 RMK AO2 SLPNO MAX WND 01027KT 53.3075° -60.4006°;02/21/2026 0715Z
METAR 300534066581040 210655Z AUTO 01020G30KT 6SM ///048 ///050 M5/M8 A2984 RMK AO2 SLPNO MAX WND 01030KT 53.3075° -60.4006°;02/21/2026 0655Z
METAR 300534066581040 210635Z AUTO 01015G17KT 6SM CLR M5/M8 A2983 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 0635Z
METAR 300534066581040 210615Z AUTO 01018G22KT 6SM CLR M5/M9 A2982 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 0615Z
METAR 300534066581040 210555Z AUTO 01015G23KT 6SM CLR M5/M9 A2983 RMK AO2 SLPNO MAX WND 01023KT 53.3075° -60.4006°;02/21/2026 0555Z
METAR 300534066581040 210535Z AUTO 01014G18KT 6SM CLR M5/M9 A2982 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 0535Z
METAR 300534066581040 210515Z AUTO 02012G15KT 6SM CLR M5/M9 A2982 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 0515Z
METAR 300534066581040 210455Z AUTO 01013G17KT 6SM CLR M5/M9 A2981 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 0455Z
METAR 300534066581040 210435Z AUTO 02011G15KT 6SM CLR M6/M9 A2982 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 0435Z
METAR 300534066581040 210415Z AUTO 01011G15KT 6SM CLR M6/M9 A2982 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 0415Z
METAR 300534066581040 210355Z AUTO 03010G15KT 6SM CLR M6/M9 A2982 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 0355Z
METAR 300534066581040 210335Z AUTO 03009G12KT 6SM CLR M5/M9 A2981 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 0335Z
METAR 300534066581040 210315Z AUTO 02009G11KT 6SM CLR M5/M9 A2980 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 0315Z
METAR 300534066581040 210255Z AUTO 01012G16KT 6SM CLR M5/M9 A2980 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 0255Z
METAR 300534066581040 210235Z AUTO 36014G17KT 6SM CLR M5/M9 A2980 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 0235Z
METAR 300534066581040 210215Z AUTO 01017G25KT 6SM CLR M5/M9 A2979 RMK AO2 SLPNO MAX WND 01025KT 53.3075° -60.4006°;02/21/2026 0215Z
METAR 300534066581040 210155Z AUTO 01013G16KT 6SM CLR M5/M9 A2979 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 0155Z
METAR 300534066581040 210135Z AUTO 02012G16KT 6SM CLR M5/M9 A2978 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 0135Z
METAR 300534066581040 210115Z AUTO 01010G15KT 6SM CLR M6/M9 A2978 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 0115Z
METAR 300534066581040 210055Z AUTO 36006G09KT 6SM CLR M6/M9 A2978 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 0055Z
METAR 300534066581040 210035Z AUTO 36004G06KT 6SM CLR M7/M9 A2978 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 0035Z
METAR 300534066581040 210015Z AUTO 27003G04KT 6SM CLR M8/M10 A2977 RMK AO2 SLPNO 53.3075° -60.4006°;02/21/2026 0015Z
METAR 300534066581040 202355Z AUTO 25003G04KT 6SM CLR M8/M11 A2977 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 2355Z
METAR 300534066581040 202335Z AUTO 36001G02KT 6SM CLR M9/M11 A2977 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 2335Z
METAR 300534066581040 202315Z AUTO 20002G03KT 6SM CLR M9/M11 A2977 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 2315Z
METAR 300534066581040 202255Z AUTO 22002KT 6SM CLR M9/M12 A2977 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 2255Z
METAR 300534066581040 202235Z AUTO 26004KT 6SM CLR M9/M12 A2976 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 2235Z
METAR 300534066581040 202215Z AUTO 26004G05KT 6SM CLR M9/M12 A2976 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 2215Z
METAR 300534066581040 202155Z AUTO 26004KT 6SM CLR M9/M12 A2976 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 2155Z
METAR 300534066581040 202135Z AUTO 25004G06KT 6SM CLR M9/M12 A2975 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 2135Z
METAR 300534066581040 202115Z AUTO 28005G06KT 6SM CLR M9/M12 A2975 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 2115Z
METAR 300534066581040 202055Z AUTO 29004G06KT 6SM CLR M9/M12 A2975 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 2055Z
METAR 300534066581040 202035Z AUTO 29004G06KT 6SM CLR M9/M13 A2975 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 2035Z
METAR 300534066581040 202015Z AUTO 31005G06KT 6SM CLR M9/M12 A2975 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 2015Z
METAR 300534066581040 201955Z AUTO 33006G07KT 6SM CLR M9/M12 A2975 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 1955Z
METAR 300534066581040 201935Z AUTO 34008G09KT 6SM CLR M9/M13 A2974 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 1935Z
METAR 300534066581040 201915Z AUTO 35008G12KT 6SM CLR M9/M13 A2975 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 1915Z
METAR 300534066581040 201855Z AUTO 33008G10KT 6SM CLR M9/M13 A2975 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 1855Z
METAR 300534066581040 201835Z AUTO 34007G09KT 6SM CLR M9/M13 A2974 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 1835Z
METAR 300534066581040 201815Z AUTO 33007G09KT 6SM CLR M10/M14 A2975 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 1815Z
METAR 300534066581040 201755Z AUTO 33007G10KT 6SM CLR M10/M14 A2975 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 1755Z
METAR 300534066581040 201735Z AUTO 34007G09KT 6SM CLR M10/M15 A2975 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 1735Z
METAR 300534066581040 201715Z AUTO 34007G08KT 6SM CLR M11/M15 A2975 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 1715Z
METAR 300534066581040 201655Z AUTO 34008G09KT 6SM CLR M11/M15 A2976 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 1655Z
METAR 300534066581040 201635Z AUTO 34009G11KT 6SM CLR M11/M15 A2977 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 1635Z
METAR 300534066581040 201615Z AUTO 34008G10KT 6SM CLR M11/M15 A2977 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 1615Z
METAR 300534066581040 201555Z AUTO 34009G11KT 6SM CLR M11/M15 A2977 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 1555Z
METAR 300534066581040 201535Z AUTO 33010G14KT 6SM CLR M12/M16 A2978 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 1535Z
METAR 300534066581040 201515Z AUTO 33008G10KT 6SM CLR M12/M16 A2979 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 1515Z
METAR 300534066581040 201455Z AUTO 34008G11KT 6SM CLR M12/M16 A2979 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 1455Z
METAR 300534066581040 201435Z AUTO 34008G10KT 6SM CLR M12/M16 A2979 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 1435Z
METAR 300534066581040 201415Z AUTO 32007G10KT 6SM CLR M13/M17 A2980 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 1415Z
METAR 300534066581040 201355Z AUTO 32007G08KT 6SM CLR M13/M17 A2981 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 1355Z
METAR 300534066581040 201335Z AUTO 31008G10KT 6SM CLR M13/M17 A2981 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 1335Z
METAR 300534066581040 201315Z AUTO 33008G10KT 6SM CLR M13/M17 A2982 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 1315Z
METAR 300534066581040 201255Z AUTO 32007G09KT 6SM CLR M14/M18 A2981 RMK AO2 SLPNO 53.3075° -60.4006°;02/20/2026 1255Z
