Column2;Column3
METAR 300534066581040 181735Z AUTO 07008G10KT 6SM ///027 ///031 ///032 M2/M8 A2977 RMK AO2 SLPNO 53.3075° -60.4006°;02/18/2026 1735Z
METAR 300534066581040 181715Z AUTO 06006G07KT 6SM ///023 ///027 M2/M8 A2977 RMK AO2 SLPNO 53.3075° -60.4006°;02/18/2026 1715Z
METAR 300534066581040 181705Z AUTO 05007G08KT 6SM ///022 ///023 M2/M8 A2978 RMK AO2 SLPNO 53.3075° -60.4006°;02/18/2026 1705Z
METAR 300534066581040 181655Z AUTO 08007G08KT 6SM ///020 ///021 M2/M8 A2978 RMK AO2 SLPNO 53.3075° -60.4006°;02/18/2026 1655Z
METAR 300534066581040 181650Z AUTO 07005KT 6SM ///021 M2/M8 A2978 RMK AO2 SLPNO 53.3075° -60.4006°;02/18/2026 1650Z
METAR 300534066581040 181645Z AUTO 06005G06KT 6SM ///021 M2/M8 A2978 RMK AO2 SLPNO 53.3075° -60.4006°;02/18/2026 1645Z
METAR 300534066581040 181640Z AUTO 04005G07KT 6SM ///021 M2/M8 A2978 RMK AO2 SLPNO 53.3075° -60.4006°;02/18/2026 1640Z
METAR 300534066581040 181635Z AUTO 07003KT 6SM ///002 ///021 M2/M8 A2979 RMK AO2 CLD LYR BLO 004 SLPNO 53.3075° -60.4006°;02/18/2026 1635Z
METAR 300534066581040 181630Z AUTO 08004KT 6SM ///020 ///021 M2/M8 A2979 RMK AO2 SLPNO 53.3075° -60.4006°;02/18/2026 1630Z
METAR 300534066581040 181625Z AUTO 08004G05KT 6SM ///020 M2/M8 A2979 RMK AO2 SLPNO 53.3075° -60.4006°;02/18/2026 1625Z
METAR 300534066581040 181620Z AUTO 08004G05KT 6SM ///019 ///020 M2/M8 A2979 RMK AO2 SLPNO 53.3075° -60.4006°;02/18/2026 1620Z
METAR 300534066581040 181615Z AUTO 07005G06KT 6SM ///019 M2/M8 A2979 RMK AO2 SLPNO 53.3075° -60.4006°;02/18/2026 1615Z
METAR 300534066581040 181555Z AUTO 08005G18KT 6SM ///018 M2/M8 A2980 RMK AO2 SLPNO 53.3075° -60.4006°;02/18/2026 1555Z
METAR 300534066581040 181535Z AUTO 07004G07KT 6SM ///017 ///018 M1/M8 A2981 RMK AO2 SLPNO 53.3075° -60.4006°;02/18/2026 1535Z
METAR 300534066581040 181515Z AUTO 01003G04KT 6SM ///002 ///018 ///019 M1/M8 A2981 RMK AO2 CLD LYR BLO 004 SLPNO 53.3075° -60.4006°;02/18/2026 1515Z
METAR 300534066581040 181455Z AUTO 34002G03KT 6SM ///019 ///055 M2/M8 A2981 RMK AO2 SLPNO 53.3075° -60.4006°;02/18/2026 1455Z
METAR 300534066581040 181435Z AUTO 33002G03KT 6SM ///055 M2/M8 A2982 RMK AO2 SLPNO 53.3075° -60.4006°;02/18/2026 1435Z
METAR 300534066581040 181415Z AUTO 36001G02KT 6SM ///055 M3/M8 A2982 RMK AO2 SLPNO 53.3075° -60.4006°;02/18/2026 1415Z
METAR 300534066581040 181355Z AUTO 01002G04KT 6SM ///029 ///055 M2/M8 A2983 RMK AO2 SLPNO 53.3075° -60.4006°;02/18/2026 1355Z
METAR 300534066581040 181335Z AUTO 36001G02KT 6SM ///003 ///027 ///029 ///031 M3/M9 A2983 RMK AO2 CLD LYR BLO 004 SLPNO 53.3075° -60.4006°;02/18/2026 1335Z
METAR 300534066581040 181315Z AUTO 00000KT 6SM ///027 ///028 M4/M9 A2983 RMK AO2 SLPNO 53.3075° -60.4006°;02/18/2026 1315Z
METAR 300534066581040 181255Z AUTO 19002KT 6SM ///026 ///027 M5/M9 A2984 RMK AO2 SLPNO 53.3075° -60.4006°;02/18/2026 1255Z
METAR 300534066581040 181235Z AUTO 18003G04KT 6SM ///026 M5/M10 A2984 RMK AO2 SLPNO 53.3075° -60.4006°;02/18/2026 1235Z
METAR 300534066581040 181215Z AUTO 19002KT 6SM CLR M5/M9 A2984 RMK AO2 SLPNO 53.3075° -60.4006°;02/18/2026 1215Z
No METAR;02/18/2026 1156Z
METAR 300534066581040 181155Z AUTO 19005G06KT 6SM ///017 ///018 ///021 M5/M9 A2984 RMK AO2 SLPNO 53.3075° -60.4006°;02/18/2026 1155Z
METAR 300534066581040 181135Z AUTO 20005G08KT 6SM ///018 M5/M9 A2984 RMK AO2 SLPNO 53.3075° -60.4006°;02/18/2026 1135Z
METAR 300534066581040 181115Z AUTO 19004G05KT 6SM CLR M6/M9 A2984 RMK AO2 SLPNO 53.3075° -60.4006°;02/18/2026 1115Z
METAR 300534066581040 181055Z AUTO 18003KT 6SM CLR M5/M9 A2984 RMK AO2 SLPNO 53.3075° -60.4006°;02/18/2026 1055Z
No METAR;02/18/2026 1036Z
METAR 300534066581040 181035Z AUTO 17002KT 6SM CLR M5/M9 A2984 RMK AO2 SLPNO 53.3075° -60.4006°;02/18/2026 1035Z
METAR 300534066581040 181015Z AUTO 36001G02KT 6SM CLR M5/M9 A2984 RMK AO2 SLPNO 53.3075° -60.4006°;02/18/2026 1015Z
METAR 300534066581040 180955Z AUTO 20002G04KT 6SM CLR M5/M9 A2984 RMK AO2 SLPNO 53.3075° -60.4006°;02/18/2026 0955Z
METAR 300534066581040 180935Z AUTO 20003G05KT 6SM CLR M5/M8 A2984 RMK AO2 SLPNO 53.3075° -60.4006°;02/18/2026 0935Z
No METAR;02/18/2026 0916Z
METAR 300534066581040 180915Z AUTO 21003G04KT 6SM CLR M5/M8 A2985 RMK AO2 SLPNO 53.3075° -60.4006°;02/18/2026 0915Z
METAR 300534066581040 180855Z AUTO 21003G04KT 6SM CLR M5/M8 A2985 RMK AO2 SLPNO 53.3075° -60.4006°;02/18/2026 0855Z
METAR 300534066581040 180835Z AUTO 20004G06KT 6SM CLR M5/M8 A2986 RMK AO2 SLPNO 53.3075° -60.4006°;02/18/2026 0835Z
METAR 300534066581040 180815Z AUTO 20004G06KT 6SM CLR M5/M8 A2986 RMK AO2 SLPNO 53.3075° -60.4006°;02/18/2026 0815Z
METAR 300534066581040 180755Z AUTO 19006G07KT 6SM CLR M5/M8 A2986 RMK AO2 SLPNO 53.3075° -60.4006°;02/18/2026 0755Z
METAR 300534066581040 180735Z AUTO 19005G06KT 6SM CLR M5/M8 A2986 RMK AO2 SLPNO 53.3075° -60.4006°;02/18/2026 0735Z
METAR 300534066581040 180715Z AUTO 19004G05KT 6SM CLR M5/M7 A2986 RMK AO2 SLPNO 53.3075° -60.4006°;02/18/2026 0715Z
METAR 300534066581040 180655Z AUTO 17003G04KT 6SM CLR M5/M7 A2986 RMK AO2 SLPNO 53.3075° -60.4006°;02/18/2026 0655Z
METAR 300534066581040 180635Z AUTO 36001G02KT 6SM CLR M4/M7 A2987 RMK AO2 SLPNO 53.3075° -60.4006°;02/18/2026 0635Z
METAR 300534066581040 180615Z AUTO 36001KT 6SM ///002 M4/M7 A2987 RMK AO2 SLPNO 53.3075° -60.4006°;02/18/2026 0615Z
METAR 300534066581040 180555Z AUTO 36001G02KT 6SM ///002 M4/M7 A2987 RMK AO2 SLPNO 53.3075° -60.4006°;02/18/2026 0555Z
METAR 300534066581040 180535Z AUTO 20003G04KT 6SM ///002 M3/M8 A2988 RMK AO2 SLPNO 53.3075° -60.4006°;02/18/2026 0535Z
METAR 300534066581040 180515Z AUTO 19003G05KT 6SM ///033 M3/M8 A2988 RMK AO2 SLPNO 53.3075° -60.4006°;02/18/2026 0515Z
METAR 300534066581040 180455Z AUTO 19003G04KT 6SM ///039 M3/M7 A2988 RMK AO2 SLPNO 53.3075° -60.4006°;02/18/2026 0455Z
METAR 300534066581040 180435Z AUTO 18002G03KT 6SM ///031 ///032 ///033 ///034 M3/M7 A2989 RMK AO2 SLPNO 53.3075° -60.4006°;02/18/2026 0435Z
METAR 300534066581040 180415Z AUTO 25002G03KT 6SM ///033 ///034 M3/M8 A2989 RMK AO2 SLPNO 53.3075° -60.4006°;02/18/2026 0415Z
METAR 300534066581040 180355Z AUTO 26003KT 6SM ///031 ///033 M3/M8 A2990 RMK AO2 SLPNO 53.3075° -60.4006°;02/18/2026 0355Z
METAR 300534066581040 180335Z AUTO 26002G03KT 6SM ///032 ///033 M3/M7 A2990 RMK AO2 SLPNO 53.3075° -60.4006°;02/18/2026 0335Z
METAR 300534066581040 180315Z AUTO 22003KT 6SM ///033 ///034 ///035 M3/M8 A2991 RMK AO2 SLPNO 53.3075° -60.4006°;02/18/2026 0315Z
METAR 300534066581040 180255Z AUTO 25004G05KT 6SM ///033 ///035 M3/M8 A2991 RMK AO2 SLPNO 53.3075° -60.4006°;02/18/2026 0255Z
METAR 300534066581040 180235Z AUTO 27003G04KT 6SM ///032 ///033 ///035 M3/M7 A2991 RMK AO2 SLPNO 53.3075° -60.4006°;02/18/2026 0235Z
METAR 300534066581040 180215Z AUTO 28003KT 6SM ///031 ///033 M3/M7 A2991 RMK AO2 SLPNO 53.3075° -60.4006°;02/18/2026 0215Z
METAR 300534066581040 180155Z AUTO 28006G08KT 6SM ///031 ///032 ///033 ///037 M2/M7 A2991 RMK AO2 SLPNO 53.3075° -60.4006°;02/18/2026 0155Z
METAR 300534066581040 180135Z AUTO 27006G10KT 6SM ///033 ///036 ///037 M3/M7 A2992 RMK AO2 SLPNO 53.3075° -60.4006°;02/18/2026 0135Z
METAR 300534066581040 180115Z AUTO 36001G02KT 6SM ///035 ///040 ///041 M3/M8 A2992 RMK AO2 SLPNO 53.3075° -60.4006°;02/18/2026 0115Z
METAR 300534066581040 180055Z AUTO 30002G03KT 6SM ///036 ///040 ///042 M3/M8 A2992 RMK AO2 SLPNO 53.3075° -60.4006°;02/18/2026 0055Z
METAR 300534066581040 180035Z AUTO 36001G05KT 6SM ///035 ///037 ///038 ///042 M3/M8 A2992 RMK AO2 SLPNO 53.3075° -60.4006°;02/18/2026 0035Z
METAR 300534066581040 180015Z AUTO 06003KT 6SM ///041 ///042 ///043 ///044 M3/M8 A2992 RMK AO2 SLPNO 53.3075° -60.4006°;02/18/2026 0015Z
METAR 300534066581040 172355Z AUTO 04003G04KT 6SM ///042 ///043 M2/M9 A2992 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 2355Z
METAR 300534066581040 172335Z AUTO 08004G05KT 6SM ///043 ///044 ///045 M2/M9 A2993 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 2335Z
METAR 300534066581040 172315Z AUTO 07003G04KT 6SM ///046 ///047 M2/M9 A2993 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 2315Z
METAR 300534066581040 172255Z AUTO 07003KT 6SM ///045 ///047 ///048 M2/M9 A2993 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 2255Z
METAR 300534066581040 172235Z AUTO 07003G05KT 6SM ///048 ///049 M2/M8 A2994 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 2235Z
METAR 300534066581040 172215Z AUTO 04002G04KT 6SM ///046 ///048 ///050 M2/M8 A2995 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 2215Z
METAR 300534066581040 172155Z AUTO 01002G04KT 6SM ///046 ///047 ///048 M1/M8 A2995 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 2155Z
METAR 300534066581040 172135Z AUTO 36001G02KT 6SM ///046 M1/M8 A2995 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 2135Z
METAR 300534066581040 172115Z AUTO 36001KT 6SM ///043 ///044 00/M8 A2995 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 2115Z
METAR 300534066581040 172055Z AUTO 00000KT 6SM ///042 ///044 00/M8 A2995 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 2055Z
METAR 300534066581040 172035Z AUTO 36001KT 6SM ///042 ///043 00/M8 A2995 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 2035Z
METAR 300534066581040 172015Z AUTO 36001KT 6SM ///042 ///044 00/M8 A2995 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 2015Z
METAR 300534066581040 171955Z AUTO 19003KT 6SM ///041 ///042 ///044 00/M8 A2996 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 1955Z
METAR 300534066581040 171935Z AUTO 19003G04KT 6SM ///040 ///041 ///042 00/M8 A2996 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 1935Z
METAR 300534066581040 171915Z AUTO 21003KT 6SM ///036 ///040 ///042 01/M8 A2996 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 1915Z
METAR 300534066581040 171855Z AUTO 26003G05KT 6SM ///040 ///041 00/M8 A2996 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 1855Z
METAR 300534066581040 171835Z AUTO 26005G07KT 6SM ///040 ///041 ///042 00/M8 A2997 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 1835Z
METAR 300534066581040 171815Z AUTO 23008G10KT 6SM ///008 ///037 ///038 ///040 00/M8 A2997 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 1815Z
METAR 300534066581040 171755Z AUTO 23011G16KT 6SM ///036 ///037 ///038 ///039 00/M9 A2998 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 1755Z
METAR 300534066581040 171735Z AUTO 23009G15KT 6SM ///039 ///040 00/M8 A2999 RMK AO2 SLPNO MAX WND 23015KT 53.3075° -60.4006°;02/17/2026 1735Z
METAR 300534066581040 171715Z AUTO 19005G07KT 6SM ///033 ///037 ///040 M1/M8 A3000 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 1715Z
METAR 300534066581040 171655Z AUTO 19006G08KT 6SM ///035 ///036 ///037 ///038 M1/M8 A3001 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 1655Z
METAR 300534066581040 171635Z AUTO 19009G13KT 6SM ///033 ///037 ///038 ///040 M1/M8 A3002 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 1635Z
METAR 300534066581040 171615Z AUTO 19008G10KT 6SM ///039 ///043 M1/M8 A3002 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 1615Z
METAR 300534066581040 171555Z AUTO 19006G09KT 6SM ///042 ///044 M1/M8 A3003 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 1555Z
METAR 300534066581040 171535Z AUTO 19006G08KT 6SM ///043 ///044 M1/M8 A3004 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 1535Z
METAR 300534066581040 171515Z AUTO 19007G09KT 6SM ///043 ///044 M2/M8 A3005 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 1515Z
METAR 300534066581040 171455Z AUTO 19004G06KT 6SM ///042 ///043 ///044 M2/M8 A3006 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 1455Z
METAR 300534066581040 171435Z AUTO 18003G05KT 6SM ///040 ///042 ///043 M2/M8 A3006 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 1435Z
METAR 300534066581040 171415Z AUTO 21003KT 6SM ///037 ///038 ///041 ///043 M2/M8 A3007 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 1415Z
METAR 300534066581040 171355Z AUTO 24004G07KT 6SM ///042 M3/M8 A3007 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 1355Z
METAR 300534066581040 171335Z AUTO 23002G03KT 6SM ///045 M3/M8 A3007 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 1335Z
METAR 300534066581040 171315Z AUTO 20002KT 6SM ///036 ///042 M4/M8 A3007 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 1315Z
METAR 300534066581040 171255Z AUTO 23002G03KT 6SM ///036 M4/M8 A3007 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 1255Z
METAR 300534066581040 171235Z AUTO 24004KT 6SM CLR M5/M8 A3008 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 1235Z
METAR 300534066581040 171215Z AUTO 21003G04KT 6SM ///046 M5/M8 A3008 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 1215Z
METAR 300534066581040 171155Z AUTO 21002G04KT 6SM ///042 ///043 M5/M8 A3008 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 1155Z
No METAR;02/17/2026 1136Z
METAR 300534066581040 171135Z AUTO 20002KT 6SM ///042 M6/M8 A3008 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 1135Z
METAR 300534066581040 171115Z AUTO 22002G03KT 6SM ///042 ///043 ///044 M6/M9 A3008 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 1115Z
METAR 300534066581040 171055Z AUTO 25002KT 6SM ///042 ///044 M6/M9 A3007 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 1055Z
METAR 300534066581040 171035Z AUTO 25002G04KT 6SM ///044 ///045 M7/M9 A3007 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 1035Z
METAR 300534066581040 171015Z AUTO 36001KT 6SM ///046 ///047 ///048 M7/M9 A3007 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 1015Z
METAR 300534066581040 170955Z AUTO 36001G02KT 6SM ///047 M7/M9 A3008 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 0955Z
METAR 300534066581040 170935Z AUTO 00000KT 6SM ///047 ///048 M7/M9 A3008 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 0935Z
METAR 300534066581040 170915Z AUTO 00000KT 6SM ///046 M7/M9 A3008 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 0915Z
METAR 300534066581040 170855Z AUTO 00000KT 6SM ///047 M7/M9 A3008 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 0855Z
METAR 300534066581040 170835Z AUTO 36001KT 6SM ///047 ///048 M7/M9 A3008 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 0835Z
METAR 300534066581040 170815Z AUTO 25002KT 6SM CLR M7/M9 A3008 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 0815Z
METAR 300534066581040 170755Z AUTO 36001G02KT 6SM ///048 M7/M9 A3008 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 0755Z
METAR 300534066581040 170735Z AUTO 36001G03KT 6SM ///048 ///049 M7/M9 A3008 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 0735Z
METAR 300534066581040 170715Z AUTO 32002KT 6SM ///049 M7/M9 A3008 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 0715Z
METAR 300534066581040 170655Z AUTO 36001G02KT 6SM ///047 ///048 M7/M9 A3009 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 0655Z
METAR 300534066581040 170635Z AUTO 36001G02KT 6SM ///047 M7/M9 A3009 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 0635Z
METAR 300534066581040 170615Z AUTO 36001G02KT 6SM CLR M6/M9 A3009 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 0615Z
METAR 300534066581040 170555Z AUTO 36001KT 6SM ///032 M6/M9 A3009 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 0555Z
METAR 300534066581040 170535Z AUTO 36001G02KT 6SM ///035 M7/M9 A3009 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 0535Z
METAR 300534066581040 170515Z AUTO 00000KT 6SM ///049 M7/M9 A3010 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 0515Z
METAR 300534066581040 170455Z AUTO 36001KT 6SM ///046 ///047 M7/M9 A3010 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 0455Z
METAR 300534066581040 170435Z AUTO 02002G03KT 6SM ///046 ///048 M6/M9 A3011 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 0435Z
METAR 300534066581040 170415Z AUTO 36001G04KT 6SM ///043 ///046 M7/M9 A3011 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 0415Z
METAR 300534066581040 170355Z AUTO 36001G04KT 6SM ///045 M6/M9 A3011 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 0355Z
METAR 300534066581040 170335Z AUTO 36001G04KT 6SM ///045 ///046 M6/M9 A3011 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 0335Z
METAR 300534066581040 170315Z AUTO 36001G02KT 6SM ///045 ///046 M6/M9 A3011 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 0315Z
METAR 300534066581040 170255Z AUTO 36001KT 6SM ///046 M6/M9 A3012 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 0255Z
METAR 300534066581040 170235Z AUTO 00000KT 6SM ///046 M6/M9 A3012 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 0235Z
METAR 300534066581040 170215Z AUTO 19002KT 6SM ///046 M7/M10 A3013 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 0215Z
METAR 300534066581040 170155Z AUTO 36001KT 6SM CLR M7/M10 A3013 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 0155Z
METAR 300534066581040 170135Z AUTO 36001G02KT 6SM ///047 M7/M10 A3013 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 0135Z
METAR 300534066581040 170115Z AUTO 36001KT 6SM CLR M6/M10 A3013 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 0115Z
METAR 300534066581040 170055Z AUTO 00000KT 6SM CLR M6/M10 A3013 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 0055Z
METAR 300534066581040 170035Z AUTO 34002G03KT 6SM CLR M6/M10 A3014 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 0035Z
METAR 300534066581040 170015Z AUTO 29002G03KT 6SM ///040 M6/M10 A3014 RMK AO2 SLPNO 53.3075° -60.4006°;02/17/2026 0015Z